바코드,이름,판매가격,파싱문자열,회사코드,품목코드,정규화바코드,표준코드후보,대표코드후보,업체코드,검증번호,상태
8.80121E+12,비타C젤리 42G(오렌지향) x 10개입,"10,000",1206002254,1206,00225,8801206002254 ,8801206002254 ,120600225,1206,4,OK
8.80121E+12,비타C젤리 샤인머스켓향 42g,"1,000",1206003329,1206,00332,8801206003329 ,8801206003329 ,120600332,1206,9,OK
8.80121E+12,비타C젤리 42G(샤인머스킷향) x 10개,"10,000",1206003336,1206,00333,8801206003336 ,8801206003336 ,120600333,1206,6,OK
8.80124E+12,가드닐 S 0.67ml x 3EA,"22,500",1244508220,1244,50822,8801244508220 ,8801244508220 ,124450822,1244,0,OK
8.80124E+12,가드닐 M 1.34ml x 3EA,"29,700",1244508237,1244,50823,8801244508237 ,8801244508237 ,124450823,1244,7,OK
8.80124E+12,가드닐 L 2.68ml x 3EA,"37,800",1244508268,1244,50826,8801244508268 ,8801244508268 ,124450826,1244,8,OK
8.80124E+12,셀라이트60 SS 0.25ml x 3EA,"24,300",1244508305,1244,50830,8801244508305 ,8801244508305 ,124450830,1244,5,OK
8.80124E+12,셀라이트120 S 0.25ml x 3EA,"27,000",1244508312,1244,50831,8801244508312 ,8801244508312 ,124450831,1244,2,OK
8.80124E+12,셀라이트120 M 0.5ml x 3EA,"32,400",1244508329,1244,50832,8801244508329 ,8801244508329 ,124450832,1244,9,OK
8.80124E+12,심피드 독 S 0.4ml x 3T,"29,700",1244508336,1244,50833,8801244508336 ,8801244508336 ,124450833,1244,6,OK
8.80124E+12,셀라이트120 L 1.0ml x 3EA,"37,800",1244508343,1244,50834,8801244508343 ,8801244508343 ,124450834,1244,3,OK
8.80124E+12,셀라이트120 XL 2.0ml x 3EA,"58,500",1244508367,1244,50836,8801244508367 ,8801244508367 ,124450836,1244,7,OK
8.80124E+12,심피드 독 M 1ml x 3T,"32,400",1244508435,1244,50843,8801244508435 ,8801244508435 ,124450843,1244,5,OK
8.80124E+12,심피드 독 L 2.5ml x 3T,"43,600",1244508534,1244,50853,8801244508534 ,8801244508534 ,124450853,1244,4,OK
8.80124E+12,심피드 독 XL 4ml x 3T,"63,000",1244508633,1244,50863,8801244508633 ,8801244508633 ,124450863,1244,3,OK
8.80124E+12,심피드 캣 S 0.4ml x 3T,"29,700",1244508732,1244,50873,8801244508732 ,8801244508732 ,124450873,1244,2,OK
8.80124E+12,심피드 캣 M 0.8ml x 3T,"32,400",1244508831,1244,50883,8801244508831 ,8801244508831 ,124450883,1244,1,OK
8.80133E+12,에프킬라 킨 수성 500ml,"3,300",1328313962,1328,31396,8801328313962 ,8801328313962 ,132831396,1328,2,OK
8.80162E+12,바세린 립 테라피 로지 립스 케어,"3,200",1619047545,1619,04754,8801619047545 ,8801619047545 ,161904754,1619,5,OK
8.80162E+12,바세린 립 테라피 오리지날 케어,"3,200",1619047552,1619,04755,8801619047552 ,8801619047552 ,161904755,1619,2,OK
8.80162E+12,바세린 립 테라피 알로에 베라 케어,"3,200",1619047576,1619,04757,8801619047576 ,8801619047576 ,161904757,1619,6,OK
8.80162E+12,바세린 립 테라피 민트 케어,"3,200",1619052310,1619,05231,8801619052310 ,8801619052310 ,161905231,1619,0,OK
8.80286E+12,루테인 지아잔틴 아스타잔틴 플러스 90C,"60,000",2863131189,2863,13118,8802863131189 ,8802863131189 ,286313118,2863,9,OK
8.80346E+12,VT 프로 시카 리들샷 100 2스텝 에센셀 하이드로겔 마스크팩,"4,000",3463007362,3463,00736,8803463007362 ,8803463007362 ,346300736,3463,2,OK
8.80346E+12,VT 하이드롭 리들샷 100hl 2스텝 아쿠아 하이드로겔 마스크팩,"4,000",3463007379,3463,00737,8803463007379 ,8803463007379 ,346300737,3463,9,OK
8.80346E+12,VT 레티-에이 리들샷 100 2스텝 타이트닝 하이드로겔 마스크팩,"4,000",3463007386,3463,00738,8803463007386 ,8803463007386 ,346300738,3463,6,OK
8.80346E+12,VT 비타-라이트 리들샷 100 2스텝 브라이트닝 하이드로겔 마스크팩,"4,000",3463007409,3463,00740,8803463007409 ,8803463007409 ,346300740,3463,9,OK
8.80346E+12,VT 콜라겐 리들샷 100 2스텝 퍼밍 하이드로겔 마스크팩,"4,000",3463007416,3463,00741,8803463007416 ,8803463007416 ,346300741,3463,6,OK
8.80346E+12,VT 피디알엔 크림 알엑스 100 60ml,"46,000",3463008116,3463,00811,8803463008116 ,8803463008116 ,346300811,3463,6,OK
8.80346E+12,VT 피디알엔 에센스 알엑스 100 40ml,"38,000",3463008123,3463,00812,8803463008123 ,8803463008123 ,346300812,3463,3,OK
8.80495E+12,브레인 1088 1200mg 120C(60C*2),"70,000",4947098746,4947,09874,8804947098746 ,8804947098746 ,494709874,4947,6,OK
8.80495E+12,면역 프로 알파칸 120T(60T x 2EA),"80,000",4947098777,4947,09877,8804947098777 ,8804947098777 ,494709877,4947,7,OK
8.80497E+12,[마즈] 엠앤엠즈 크리스피 30g,"1,500",4973303913,4973,30391,8804973303913 ,8804973303913 ,497330391,4973,3,OK
8.80497E+12,트윅스 미니스 500g + 160g,"11,900",4973304224,4973,30422,8804973304224 ,8804973304224 ,497330422,4973,4,OK
8.80497E+12,[마즈] 이클립스 페퍼민트향 34g,"2,900",4973304811,4973,30481,8804973304811 ,8804973304811 ,497330481,4973,1,OK
8.80497E+12,[마즈] 이클립스 스피어민트향 34g,"2,900",4973304828,4973,30482,8804973304828 ,8804973304828 ,497330482,4973,8,OK
8.80497E+12,[마즈] 이클립스 피치향 34g,"2,900",4973304835,4973,30483,8804973304835 ,8804973304835 ,497330483,4973,5,OK
8.80497E+12,[마즈] 이클립스 스트로베리향 34g,"2,900",4973304842,4973,30484,8804973304842 ,8804973304842 ,497330484,4973,2,OK
8.80497E+12,[마즈] 몰티져스 다크 37g,"1,500",4973306198,4973,30619,8804973306198 ,8804973306198 ,497330619,4973,8,OK
8.80497E+12,[마즈] 몰티져스 밀크 37g,"1,500",4973306204,4973,30620,8804973306204 ,8804973306204 ,497330620,4973,4,OK
8.80497E+12,[마즈] 이클립스 쿨링캔디 레몬민트향 45g,"1,500",4973306488,4973,30648,8804973306488 ,8804973306488 ,497330648,4973,8,OK
8.80497E+12,[마즈] 이클립스 쿨링캔디 청포도향 45g,"1,500",4973307546,4973,30754,8804973307546 ,8804973307546 ,497330754,4973,6,OK
8.80497E+12,[마즈] 이클립스 워터멜론향 30g,"2,900",4973307959,4973,30795,8804973307959 ,8804973307959 ,497330795,4973,9,OK
8.80497E+12,[마즈] 이클립스 허브꿀레몬캔디 30g,"3,000",4973308789,4973,30878,8804973308789 ,8804973308789 ,497330878,4973,9,OK
8.80497E+12,[마즈] 이클립스 허브배비파캔디 30g,"3,000",4973308802,4973,30880,8804973308802 ,8804973308802 ,497330880,4973,2,OK
8.80592E+12,락토핏 생유산균팜 2g x 60P,"13,000",5915676119,5915,67611,8805915676119 ,8805915676119 ,591567611,5915,9,OK
8.806E+12,이지덤뷰티 퀵카밍 6매,"8,000",6000001946,6000,00194,8806000001946 ,8806000001946 ,600000194,6000,6,OK
8.806E+12,루테인 지아잔틴 맥스 120C(60C x 2ea),"60,000",6001089851,6001,08985,8806001089851 ,8806001089851 ,600108985,6001,1,OK
8.806E+12,광동생강쌍화 120ml,"1,000",6002008677,6002,00867,8806002008677 ,8806002008677 ,600200867,6002,7,OK
8.806E+12,[광동] 생강쌍화 1박스(120ml x 10EA),"7,000",6002008684,6002,00868,8806002008684 ,8806002008684 ,600200868,6002,4,OK
8.806E+12,[광동] 헛개파워 1박스(100ml x 10EA),"20,000",6002010878,6002,01087,8806002010878 ,8806002010878 ,600201087,6002,8,OK
8.806E+12,비타500 100ml(1개),600,6002013817,6002,01381,8806002013817 ,8806002013817 ,600201381,6002,7,OK
8.806E+12,비타500 A.C.E. 1박스(100ml x 10EA),"5,000",6002013824,6002,01382,8806002013824 ,8806002013824 ,600201382,6002,4,OK
8.806E+12,비타500 A.C.E 1박스(100ml x 20EA),"10,000",6002013831,6002,01383,8806002013831 ,8806002013831 ,600201383,6002,1,OK
8.806E+12,서주 비타500 젤리 48g,"1,000",6002015828,6002,01582,8806002015828 ,8806002015828 ,600201582,6002,8,OK
8.806E+12,(서주)비타500젤리 48g x 10개입,"10,000",6002016214,6002,01621,8806002016214 ,8806002016214 ,600201621,6002,4,OK
8.806E+12,가네스듀얼샷,"2,000",6002025131,6002,02513,8806002025131 ,8806002025131 ,600202513,6002,1,OK
8.806E+12,가네스 듀얼샷(10개입),"20,000",6002025148,6002,02514,8806002025148 ,8806002025148 ,600202514,6002,8,OK
8.80601E+12,엘레나30C,"40,000",6006100100,6006,10010,8806006100100 ,8806006100100 ,600610010,6006,0,OK
8.80601E+12,안티푸라민 연고 30g,"2,500",6006156107,6006,15610,8806006156107 ,8806006156107 ,600615610,6006,7,OK
8.80601E+12,안티푸라민 연고 60g,"4,500",6006156114,6006,15611,8806006156114 ,8806006156114 ,600615611,6006,4,OK
8.80601E+12,센스데이 체크 1Kit,"2,000",6006158644,6006,15864,8806006158644 ,8806006158644 ,600615864,6006,4,OK
8.80601E+12,센스데이 얼리체크 1Kit,"3,000",6006158651,6006,15865,8806006158651 ,8806006158651 ,600615865,6006,1,OK
8.80601E+12,코로나19 항원자가검사 2EA,"6,000",6006158675,6006,15867,8806006158675 ,8806006158675 ,600615867,6006,5,OK
8.80601E+12,매직리얼허브 1호,"8,000",6006158712,6006,15871,8806006158712 ,8806006158712 ,600615871,6006,2,OK
8.80601E+12,매직리얼허브 2호,"8,000",6006158729,6006,15872,8806006158729 ,8806006158729 ,600615872,6006,9,OK
8.80601E+12,유한 당체크 개인용 혈당검사지 50개입,"15,000",6006201098,6006,20109,8806006201098 ,8806006201098 ,600620109,6006,8,OK
8.80601E+12,유한 당체크 측정기세트(측정기1개 + 검사지2개),"30,000",6006201111,6006,20111,8806006201111 ,8806006201111 ,600620111,6006,1,OK
8.80601E+12,유한 폴리코사놀5 200mg x 56T,"45,000",6006207038,6006,20703,8806006207038 ,8806006207038 ,600620703,6006,8,OK
8.80601E+12,해피홈 제로 바퀴 에어로솔 500ml,"4,000",6006252151,6006,25215,8806006252151 ,8806006252151 ,600625215,6006,1,OK
8.80601E+12,해피홈 수성 에어로솔 감귤향 500ml,"3,000",6006300395,6006,30039,8806006300395 ,8806006300395 ,600630039,6006,5,OK
8.80601E+12,해피홈 수성 에어로솔 피톤치드향 500ml,"2,500",6006300401,6006,30040,8806006300401 ,8806006300401 ,600630040,6006,1,OK
8.80601E+12,유한 루테인 지아잔틴 플러스 60C,"40,000",6006306250,6006,30625,8806006306250 ,8806006306250 ,600630625,6006,0,OK
8.80601E+12,유한 알티지 식물성오메가3 120C(60C x 2EA),"63,000",6006306427,6006,30642,8806006306427 ,8806006306427 ,600630642,6006,7,OK
8.80601E+12,와이즈바이옴프로 위&장 듀얼케어 30P,"25,000",6006308506,6006,30850,8806006308506 ,8806006308506 ,600630850,6006,6,OK
8.80601E+12,박카스맛 젤리 50g,"1,000",6011435631,6011,43563,8806011435631 ,8806011435631 ,601143563,6011,1,OK
8.80601E+12,프롬팜 루테인지아잔틴&아스타잔틴 60C,"55,000",6011437086,6011,43708,8806011437086 ,8806011437086 ,601143708,6011,6,OK
8.80601E+12,프롬팜 프로바이오틱스&아연 60C,"55,000",6011437802,6011,43780,8806011437802 ,8806011437802 ,601143780,6011,2,OK
8.80601E+12,프롬팜 키즈 칼슘챔피언 90T,"30,000",6011439967,6011,43996,8806011439967 ,8806011439967 ,601143996,6011,7,OK
8.80601E+12,프롬팜 리스펙타&지노밸런스 60C,"65,000",6011441113,6011,44111,8806011441113 ,8806011441113 ,601144111,6011,3,OK
8.80601E+12,프롬팜 싱글맥스 오메가900 120C(60C x 2),"70,000",6011441151,6011,44115,8806011441151 ,8806011441151 ,601144115,6011,1,OK
8.80601E+12,프롬팜 싱글맥스 프로바이오틱스 50 60P,"40,000",6011441175,6011,44117,8806011441175 ,8806011441175 ,601144117,6011,5,OK
8.80601E+12,프롬팜 포스파티딜세린&메모리포뮬러 60C,"40,000",6011441380,6011,44138,8806011441380 ,8806011441380 ,601144138,6011,0,OK
8.80601E+12,박카스맛 젤리 42g,"1,000",6011442509,6011,44250,8806011442509 ,8806011442509 ,601144250,6011,9,OK
8.80601E+12,클리덴트RX 48정,"6,500",6011521310,6011,52131,8806011521310 ,8806011521310 ,601152131,6011,0,OK
8.80601E+12,박카스D 1박스(100ml x 10EA),"5,700",6011615453,6011,61545,8806011615453 ,8806011615453 ,601161545,6011,3,OK
8.80601E+12,박카스 D카페인 1박스(120ml x 10EA),"6,500",6011618256,6011,61825,8806011618256 ,8806011618256 ,601161825,6011,6,OK
8.80601E+12,박카스 D카페인 1박스(120ml x 20EA),"13,000",6011618263,6011,61826,8806011618263 ,8806011618263 ,601161826,6011,3,OK
8.80601E+12,애크온 딥클렌징폼 100ml,"15,000",6011820062,6011,82006,8806011820062 ,8806011820062 ,601182006,6011,2,OK
8.80601E+12,고려은단 비타민씨 1000mg 300T(60T x 5EA),"27,000",6012470228,6012,47022,8806012470228 ,8806012470228 ,601247022,6012,8,OK
8.80602E+12,부채표 배도라지쌍화 1박스(120ml x 10EA),"7,500",6016185258,6016,18525,8806016185258 ,8806016185258 ,601618525,6016,8,OK
8.80602E+12,부채표 대추생강쌍화 1박스(120ml x 10EA),"6,500",6016185357,6016,18535,8806016185357 ,8806016185357 ,601618535,6016,7,OK
8.80602E+12,케어리브 아카키레 20매,"5,000",6018703214,6018,70321,8806018703214 ,8806018703214 ,601870321,6018,4,OK
8.80602E+12,케어리브 방수형m20매,"4,500",6018703221,6018,70322,8806018703221 ,8806018703221 ,601870322,6018,1,OK
8.80602E+12,케어리브(손끝형),"4,000",6018703238,6018,70323,8806018703238 ,8806018703238 ,601870323,6018,8,OK
8.80602E+12,"케어리브(혼합형)(소형,중형,대형)","4,500",6018703245,6018,70324,8806018703245 ,8806018703245 ,601870324,6018,5,OK
8.80602E+12,케어리브(중형)20매,"4,000",6018703252,6018,70325,8806018703252 ,8806018703252 ,601870325,6018,2,OK
8.80602E+12,케어리브(중형)10매,"2,500",6018703269,6018,70326,8806018703269 ,8806018703269 ,601870326,6018,9,OK
8.80602E+12,케어리브(대형),"4,500",6018704662,6018,70466,8806018704662 ,8806018704662 ,601870466,6018,2,OK
8.80602E+12,케어리브(관절용),"4,500",6018704679,6018,70467,8806018704679 ,8806018704679 ,601870467,6018,9,OK
8.80602E+12,케어리브(소형),"4,500",6018704990,6018,70499,8806018704990 ,8806018704990 ,601870499,6018,0,OK
8.80602E+12,케어리브(도트형),"4,500",6018705447,6018,70544,8806018705447 ,8806018705447 ,601870544,6018,7,OK
8.80602E+12,케어리브(발뒤꿈치형),"4,500",6018705454,6018,70545,8806018705454 ,8806018705454 ,601870545,6018,4,OK
8.80602E+12,메디터치2 2mm폼(5 x 7cm) 3매,"7,000",6018705980,6018,70598,8806018705980 ,8806018705980 ,601870598,6018,0,OK
8.80602E+12,메디터치A 1mm폼(4 x 9cm) 3매,"9,000",6018706123,6018,70612,8806018706123 ,8806018706123 ,601870612,6018,3,OK
8.80602E+12,메디터치A 1mm폼(10 x 10cm) 1매,"9,000",6018706147,6018,70614,8806018706147 ,8806018706147 ,601870614,6018,7,OK
8.80602E+12,메디터치H 썬프로텍션 잘라쓰는타입 2매,"6,000",6018707908,6018,70790,8806018707908 ,8806018707908 ,601870790,6018,8,OK
8.80602E+12,케어리브(중형)50매,"8,500",6018707939,6018,70793,8806018707939 ,8806018707939 ,601870793,6018,9,OK
8.80602E+12,메디터치H 썬프로텍션 돗트(베벨링) 48매,"6,000",6018709247,6018,70924,8806018709247 ,8806018709247 ,601870924,6018,7,OK
8.80602E+12,메디터치 리퀴드 8g,"9,000",6018709278,6018,70927,8806018709278 ,8806018709278 ,601870927,6018,8,OK
8.80602E+12,일동 비타민D 2000IU 90C,"15,000",6018709773,6018,70977,8806018709773 ,8806018709773 ,601870977,6018,3,OK
8.80602E+12,메디터치A 5mm폼(10 x 10cm) 1매,"10,000",6018710045,6018,71004,8806018710045 ,8806018710045 ,601871004,6018,5,OK
8.80602E+12,메디터치 엄마마음 3mm폼 2매,"8,000",6018711066,6018,71106,8806018711066 ,8806018711066 ,601871106,6018,6,OK
8.80602E+12,케어리브 카카오(라이언) 12매,"4,500",6018711233,6018,71123,8806018711233 ,8806018711233 ,601871123,6018,3,OK
8.80602E+12,케어리브 카카오(어피치) 12매,"4,500",6018711240,6018,71124,8806018711240 ,8806018711240 ,601871124,6018,0,OK
8.80602E+12,메디터치 탄력밴드 소형 3매,"7,000",6018711332,6018,71133,8806018711332 ,8806018711332 ,601871133,6018,2,OK
8.80602E+12,메디터치 탄력밴드 일반형 7매,"7,000",6018711356,6018,71135,8806018711356 ,8806018711356 ,601871135,6018,6,OK
8.80602E+12,메디터치 탄력밴드 중형 3매,"7,500",6018711363,6018,71136,8806018711363 ,8806018711363 ,601871136,6018,3,OK
8.80602E+12,메디터치 탄력밴드 혼합형 8매,"8,000",6018711387,6018,71138,8806018711387 ,8806018711387 ,601871138,6018,7,OK
8.80602E+12,일동 키즈 플러스 유산균 2g x 30P,"30,000",6018712988,6018,71298,8806018712988 ,8806018712988 ,601871298,6018,8,OK
8.80602E+12,일동 베베 플러스 유산균 1.5g x 30P,"30,000",6018713213,6018,71321,8806018713213 ,8806018713213 ,601871321,6018,3,OK
8.80602E+12,일동 알티지오메가3 프리미엄 120C(60C x 2),"55,000",6018714371,6018,71437,8806018714371 ,8806018714371 ,601871437,6018,1,OK
8.80602E+12,일동쏘팔메토코사놀프리미엄 120C,"60,000",6018715781,6018,71578,8806018715781 ,8806018715781 ,601871578,6018,1,OK
8.80602E+12,코큐텐 에이스 프리미엄 120C(60C x 2EA),"60,000",6018717075,6018,71707,8806018717075 ,8806018717075 ,601871707,6018,5,OK
8.80602E+12,메디터치 번프로텍션 2mm폼(5 x 7cm) 3매,"9,000",6018717341,6018,71734,8806018717341 ,8806018717341 ,601871734,6018,1,OK
8.80602E+12,케어리브 방수 손끝,"4,500",6018717440,6018,71744,8806018717440 ,8806018717440 ,601871744,6018,0,OK
8.80602E+12,케어리브 방수M40매,"8,500",6018717457,6018,71745,8806018717457 ,8806018717457 ,601871745,6018,7,OK
8.80602E+12,케어리브 방수소형,"5,000",6018717464,6018,71746,8806018717464 ,8806018717464 ,601871746,6018,4,OK
8.80602E+12,케어리브 방수L14매,"4,500",6018717471,6018,71747,8806018717471 ,8806018717471 ,601871747,6018,1,OK
8.80602E+12,[일동] 글루타치온 화이트85 120T(60T x 2EA),"40,000",6018717891,6018,71789,8806018717891 ,8806018717891 ,601871789,6018,1,OK
8.80602E+12,키드큐 키즈플러스 15g x 15P,"22,000",6018719079,6018,71907,8806018719079 ,8806018719079 ,601871907,6018,9,OK
8.80602E+12,키드큐 키즈플러스젤리 30P(15g x 15P x 2EA),"40,000",6018719086,6018,71908,8806018719086 ,8806018719086 ,601871908,6018,6,OK
8.80602E+12,키드큐 면역젤리 15g x 15P,"22,000",6018719123,6018,71912,8806018719123 ,8806018719123 ,601871912,6018,3,OK
8.80602E+13,키드큐 면역젤리 15g x 15포,"20,000",60187191231,6018,71912,88060187191231 ,8806018719123 ,601871912,6018,3,OK
8.80602E+12,키드큐 면역젤리 30P(15g x 15P x 2EA),"40,000",6018719130,6018,71913,8806018719130 ,8806018719130 ,601871913,6018,0,OK
8.80602E+12,키드큐 비타젤리 15g x 15P,"22,000",6018719154,6018,71915,8806018719154 ,8806018719154 ,601871915,6018,4,OK
8.80602E+12,키드큐 비타젤리 30P(15g x 15p x 2EA),"40,000",6018719161,6018,71916,8806018719161 ,8806018719161 ,601871916,6018,1,OK
8.80602E+12,키드큐 홍삼젤리 15g x 15P,"23,000",6018719185,6018,71918,8806018719185 ,8806018719185 ,601871918,6018,5,OK
8.80602E+12,키드큐 홍삼젤리 30P(15g x 15p x 2EA),"45,000",6018719192,6018,71919,8806018719192 ,8806018719192 ,601871919,6018,2,OK
8.80602E+12,[일동] 멜라케어 트리플 60T(30T x 2EA),"30,000",6018719369,6018,71936,8806018719369 ,8806018719369 ,601871936,6018,9,OK
8.80602E+12,키드큐 쾌변젤리 20g x 15P,"22,000",6018719420,6018,71942,8806018719420 ,8806018719420 ,601871942,6018,0,OK
8.80602E+12,키드큐 쾌변젤리 30P(20g x 15P x 2EA),"40,000",6018719437,6018,71943,8806018719437 ,8806018719437 ,601871943,6018,7,OK
8.80602E+12,[일동] 하이퍼 비타민C 3000mg 80P,"35,000",6018719642,6018,71964,8806018719642 ,8806018719642 ,601871964,6018,2,OK
8.80602E+12,"리쥬닉 15,000ppm 20ml","30,000",6018719697,6018,71969,8806018719697 ,8806018719697 ,601871969,6018,7,OK
8.80602E+12,일동 관절진보원 프리미엄 70ml x 30P,"60,000",6018719710,6018,71971,8806018719710 ,8806018719710 ,601871971,6018,0,OK
8.80602E+12,비오킬 500ml,"8,000",6022160591,6022,16059,8806022160591 ,8806022160591 ,602216059,6022,1,OK
8.80602E+12,세븐에이트 60g 4호 / 밤색,"8,000",6022165213,6022,16521,8806022165213 ,8806022165213 ,602216521,6022,3,OK
8.80602E+12,세븐에이트 60g 5호 / 진한밤색,"8,000",6022165220,6022,16522,8806022165220 ,8806022165220 ,602216522,6022,0,OK
8.80602E+12,세븐에이트 60g 6호 / 갈색,"8,000",6022165237,6022,16523,8806022165237 ,8806022165237 ,602216523,6022,7,OK
8.80602E+12,세븐에이트 60g 7호 / 흑갈색,"8,000",6022165244,6022,16524,8806022165244 ,8806022165244 ,602216524,6022,4,OK
8.80602E+12,세븐에이트 40g 7호 / 흑갈색,"7,000",6022165572,6022,16557,8806022165572 ,8806022165572 ,602216557,6022,2,OK
8.80602E+12,세븐에이트 40g 6호 / 갈색,"7,000",6022165589,6022,16558,8806022165589 ,8806022165589 ,602216558,6022,9,OK
8.80602E+12,세븐에이트 40g 5호 / 진한밤색,"7,000",6022165596,6022,16559,8806022165596 ,8806022165596 ,602216559,6022,6,OK
8.80602E+12,세븐에이트 40g 4호 / 밤색,"7,000",6022165602,6022,16560,8806022165602 ,8806022165602 ,602216560,6022,2,OK
